time,latitude,longitude,tp
2017-02-01,-0.10000000149011612,-81.4000015258789,0.0
2017-02-01,-0.10000000149011612,-81.30000305175781,0.0
2017-02-01,-0.10000000149011612,-81.19999694824219,0.0
2017-02-01,-0.10000000149011612,-81.0999984741211,0.0
2017-02-01,-0.10000000149011612,-81.0,0.0
